Cell_Type,Receptor_1,Receptor_2,Selectivity,Kx_star,Affinity_Receptor_0,Affinity_Receptor_1,Affinity_Receptor_2
Treg,CD107a,CD107a,0.5003423338188925,-12.383475318462246,6.049825649240741,6.0,7.0
Treg,CD109,Prototype_Signal_Receptor,0.6663980263346908,-9.508136777927259,6.0,12.0,6.0
Treg,CD109,CCR10,0.6664336202627906,-9.506175065442882,6.0,11.84521502681039,6.0
Treg,CD109,CD102,0.6663831413220672,-9.509289187308521,6.0,12.0,6.0
Treg,CD109,CD103,0.6664337094028144,-9.50806017124043,6.0,12.0,6.0
Treg,CD109,CD106,0.6664355226794031,-9.504784052471596,6.0,11.755154894719968,6.0
Treg,CD109,CD107a,0.6664212434832766,-9.508369617814592,6.0,12.0,6.0
Treg,CD109,CD109,0.6664387095382033,-9.508018374091147,6.0,11.999364645709804,7.0
Treg,CD110,Prototype_Signal_Receptor,0.500671312909448,-9.954734549078864,6.0,6.0,12.0
Treg,CD110,CCR10,0.5006836754883226,-11.961589818374264,6.0,6.0,9.922703194746447
Treg,CD110,CD102,0.5003425508302082,-12.995378707360386,6.631687512485798,6.4264757810203434,6.0
Treg,CD110,CD103,0.5003423316719537,-12.37009737450796,6.3598638632219835,6.0,6.411766340085598
Treg,CD110,CD106,0.5331529620195185,-7.792670179410601,6.0,6.0,12.0
Treg,CD110,CD107a,0.5003424970654162,-12.561900906747729,6.372060856670936,6.0,6.0
Treg,CD110,CD109,0.666429402609797,-9.508180686286218,6.0,6.0,12.0
Treg,CD110,CD110,0.5003434078424746,-13.358470123257979,6.671993848000107,6.0,7.0
Treg,CD112,Prototype_Signal_Receptor,0.5006742477689633,-9.892979272894914,6.0,6.0,12.0
Treg,CD112,CCR10,0.5006839435771006,-11.551622269234345,6.0,6.0,9.33215779318775
Treg,CD112,CD102,0.5003421461297538,-12.834897565421915,6.425854388527887,6.616429221276344,6.0
Treg,CD112,CD103,0.5003420286021334,-11.814828445835685,6.119590495969407,6.0,6.0
Treg,CD112,CD106,0.5333663104603491,-7.7735617839984315,6.0,6.0,12.0
Treg,CD112,CD107a,0.5003424552248309,-12.54463812401851,6.2076482966416435,6.312507033143885,6.0
Treg,CD112,CD109,0.6664341416542638,-9.507801215540468,6.0,6.0,12.0
Treg,CD112,CD110,0.5003427667681047,-12.737214184566483,6.508257675229689,6.657270898578233,6.0
Treg,CD112,CD112,0.5003423518733594,-11.536591344601453,6.078790334432121,6.0,7.0
Treg,CD119,Prototype_Signal_Receptor,0.5006710671116783,-9.955833771173305,6.0,6.0,12.0
Treg,CD119,CCR10,0.5006841226719881,-12.126856506018688,6.0,6.0,10.292591265572945
Treg,CD119,CD102,0.5003425130150593,-12.989345693929463,6.609568591255693,6.33538731533176,6.0
Treg,CD119,CD103,0.5003424036102719,-12.472790029650595,6.184713714764735,6.0,6.649440733250479
Treg,CD119,CD106,0.5334056496047705,-7.761427090027806,6.0,6.0,12.0
Treg,CD119,CD107a,0.5003432085082686,-13.231254065818625,6.5336670413139055,6.0,6.0
Treg,CD119,CD109,0.6664284564617352,-9.508201052537403,6.0,6.0,12.0
Treg,CD119,CD110,0.5003426572626336,-12.688433110654426,6.221722290287058,6.0,6.0
Treg,CD119,CD112,0.5003423396171988,-12.506556783786944,6.286025011648924,6.0,6.4616358341467715
Treg,CD119,CD119,0.5003433426679557,-12.170816013780238,6.33000281595006,6.0,7.0
Treg,CD11b-1,Prototype_Signal_Receptor,0.5003430871328174,-13.341488177805756,6.150368650690326,6.0,7.032770463822331
Treg,CD11b-1,CCR10,0.5212755071548547,-8.843978353276562,6.0,6.0,12.0
Treg,CD11b-1,CD102,0.5003426242345975,-13.418431861681952,6.769922015246735,6.0,6.0
Treg,CD11b-1,CD103,0.5003426084632451,-13.31044419787113,6.777774077524356,6.0,6.783817268091581
Treg,CD11b-1,CD106,0.5003421284171077,-13.366524102197797,6.098893399974742,6.0,7.186410761483081
Treg,CD11b-1,CD107a,0.5003423782031599,-13.357149123582188,6.695846089456838,6.0,6.56045597252753
Treg,CD11b-1,CD109,0.6663237193618414,-9.511194382387513,6.0,6.0,12.0
Treg,CD11b-1,CD110,0.5003424589360005,-13.348885554844136,6.769265867520535,6.0,6.611284135120321
Treg,CD11b-1,CD112,0.5003424385848526,-13.33684169060826,6.755098067831523,6.0,6.7444939661968455
Treg,CD11b-1,CD119,0.5003420096487926,-13.285244595557428,6.121673242879722,6.0,6.32506103177015
Treg,CD11b-1,CD11b-1,0.5003426003795141,-13.279137045257388,6.704132076196468,6.0,7.0
Treg,CD11b-2,Prototype_Signal_Receptor,0.5003424813781886,-13.008166180787835,6.598044118283945,6.0,7.09213648019434
Treg,CD11b-2,CCR10,0.5006804876624693,-12.310051221206837,6.012194425303359,6.0,12.0
Treg,CD11b-2,CD102,0.5003424909037281,-13.243777053394684,6.703061769398695,6.0,6.0
Treg,CD11b-2,CD103,0.5003424384341882,-13.081591909334335,6.58332053044616,6.0,6.674812587288538
Treg,CD11b-2,CD106,0.500343547168304,-12.920594757518565,6.0,6.0,7.701779577377234
Treg,CD11b-2,CD107a,0.5003425392377374,-13.203437607388366,6.67057216968236,6.0,6.476662732835315
Treg,CD11b-2,CD109,0.6663841045714977,-9.509769620312188,6.0,6.0,12.0
Treg,CD11b-2,CD110,0.500342655618027,-13.314769394208284,6.800597983208773,6.0,6.693463200867883
Treg,CD11b-2,CD112,0.5003422513659037,-13.10809325049937,6.61393681986613,6.0,6.686676426727407
Treg,CD11b-2,CD119,0.5003423873470895,-13.119329756676423,6.671253793979936,6.0,6.419422062112882
Treg,CD11b-2,CD11b-1,0.5003422587532471,-13.49491649974386,6.687498359747255,6.0,6.0
Treg,CD11b-2,CD11b-2,0.5003425571120507,-12.961154189962013,6.598103122200751,6.0,7.0
Treg,CD11c,Prototype_Signal_Receptor,0.5003433563188288,-12.783422067256573,6.036735252185295,6.0,7.173861571670916
Treg,CD11c,CCR10,0.5006817712812976,-12.205332737794127,6.0,6.0,10.55886960264523
Treg,CD11c,CD102,0.5003423207455057,-13.040031400882777,6.5961737736195065,6.0,6.0
Treg,CD11c,CD103,0.500342358102149,-12.800895755780775,6.391860683992268,6.0,6.621853154214185
Treg,CD11c,CD106,0.5325555210148969,-7.8641164938886,6.0,6.0,12.0
Treg,CD11c,CD107a,0.5003426804785063,-12.984566048470246,6.598340524443418,6.0,6.0
Treg,CD11c,CD109,0.666406069412376,-9.50896945482213,6.0,6.0,12.0
Treg,CD11c,CD110,0.5003425227756503,-12.94465148644418,6.606546467621347,6.0,6.36611735465707
Treg,CD11c,CD112,0.5003422645598157,-12.847561068980593,6.448661491539375,6.0,6.632584242460338
Treg,CD11c,CD119,0.5003424159738088,-12.82677038705328,6.541401913613851,6.0,6.0
Treg,CD11c,CD11b-1,0.5003423098751931,-13.440750422822116,6.671698913960816,6.0,6.0
Treg,CD11c,CD11b-2,0.5003425345464096,-13.206255293708518,6.703467218391454,6.0,6.0
Treg,CD11c,CD11c,0.5003420979847679,-12.731598053671474,6.429738441549408,6.0,7.0
Treg,CD122,Prototype_Signal_Receptor,0.5912313738652467,-8.468714721567904,6.0,12.0,6.0
Treg,CD122,CCR10,0.5917240691526311,-8.378114212817962,6.0,12.0,6.0
Treg,CD122,CD102,0.591268878277366,-8.440011872831553,6.0,12.0,6.0
Treg,CD122,CD103,0.5917141953570465,-8.379284409941548,6.0,12.0,6.0
Treg,CD122,CD106,0.5917457586516928,-8.373453396020272,6.0,12.0,6.0
Treg,CD122,CD107a,0.5915770512542556,-8.399322175138245,6.0,12.0,6.0
Treg,CD122,CD109,0.6906020901238895,-7.876475986228262,6.0,7.545319154506873,7.470012648167286
Treg,CD122,CD110,0.5916749494319199,-8.383050041740876,6.0,12.0,6.0
Treg,CD122,CD112,0.5917346943833584,-8.373775638435566,6.0,12.0,6.0
Treg,CD122,CD119,0.5916754059670039,-8.38187011781827,6.0,12.0,6.0
Treg,CD122,CD11b-1,0.5907543814091768,-8.476801870571666,6.0,12.0,6.0
Treg,CD122,CD11b-2,0.5911372475665464,-8.450086197079033,6.0,12.0,6.0
Treg,CD122,CD11c,0.5914243899522683,-8.415338184441206,6.0,12.0,6.0
Treg,CD122,CD122,0.5905609670388806,-6.874530792224536,6.0,12.0,7.0
Treg,CD127,Prototype_Signal_Receptor,0.5003425537124128,-12.07820156312246,6.018932471760147,6.0,7.630106705924383
Treg,CD127,CCR10,0.5006837740481328,-12.098425816304292,6.0,6.0,10.218957146054654
Treg,CD127,CD102,0.5003420912493631,-12.850549610669297,6.501633362179157,6.0,6.0
Treg,CD127,CD103,0.5003430768029138,-14.889040111151562,9.642408930351728,6.0,9.386302035903649
Treg,CD127,CD106,0.532812262390496,-7.838214099020402,6.0,6.0,12.0
Treg,CD127,CD107a,0.5003423953947623,-12.676291357937933,6.370836314011095,6.0,6.0
Treg,CD127,CD109,0.6664215134977717,-9.508293437556048,6.0,6.0,12.0
Treg,CD127,CD110,0.5003429396644308,-12.935319972609882,6.330023468895911,6.0,6.0
Treg,CD127,CD112,0.5003433586621114,-14.219774899264253,11.89265938762686,6.0,12.0
Treg,CD127,CD119,0.5003421662691797,-12.561024451759177,6.315912771366858,6.0,6.0
Treg,CD127,CD11b-1,0.5003425612859527,-13.392035959340582,6.7895507927253895,6.536189078167396,6.0
Treg,CD127,CD11b-2,0.5003423019144959,-13.185561716340327,6.680542550936403,6.399183244387217,6.0
Treg,CD127,CD11c,0.5003423432299811,-12.847300953783828,6.551480472504182,6.0,6.0
Treg,CD127,CD122,0.5916147973932114,-8.390610281884406,6.0,6.0,12.0
Treg,CD127,CD127,0.5003424867121339,-12.43674317511764,6.263663916608388,6.0,7.0
Treg,CD13,Prototype_Signal_Receptor,0.500342898037532,-12.398412466221444,6.045181970769918,6.0,7.508438444575335
Treg,CD13,CCR10,0.5006831580760748,-12.104309738977951,6.0,6.0,10.219177867202973
Treg,CD13,CD102,0.50034248401742,-12.929391131185369,6.57155437742201,6.0,6.0
Treg,CD13,CD103,0.5003425669993063,-12.672523259345414,6.223270857268064,6.0,6.5972348367557085
Treg,CD13,CD106,0.5332307418226121,-7.7819641250343565,6.0,6.0,12.0
Treg,CD13,CD107a,0.5003422483476686,-12.619763281601264,6.395190721312631,6.0,6.0
Treg,CD13,CD109,0.6664212156185234,-9.50849714299703,6.0,6.0,12.0
Treg,CD13,CD110,0.5003420328860889,-12.567601192074275,6.379987243314867,6.0,6.0
Treg,CD13,CD112,0.5003424753809603,-12.653742344283694,6.218370208110314,6.0,6.568651164187787
Treg,CD13,CD119,0.5003421709094582,-12.660241127128998,6.262725910389365,6.0,6.0
Treg,CD13,CD11b-1,0.5003425290772284,-13.434333792355156,6.769381660360379,6.4481263202055805,6.0
Treg,CD13,CD11b-2,0.5003424378784036,-13.106805188584435,6.65049708175245,6.0,6.0
Treg,CD13,CD11c,0.5003429104846139,-12.889704342623661,6.594724081047602,6.0,6.0
Treg,CD13,CD122,0.5915799569870744,-8.395946471285068,6.0,6.0,12.0
Treg,CD13,CD127,0.5003421657878208,-12.678433031110716,6.440688694550959,6.0,6.0
Treg,CD13,CD13,0.5003422030588651,-12.49025486630357,6.316719501069023,6.0,7.0
Treg,CD133-1,Prototype_Signal_Receptor,0.500674919161697,-9.857407057621444,6.0,6.0,12.0
Treg,CD133-1,CCR10,0.5006844929395541,-11.501609072492425,6.0,6.0,9.274771004066475
Treg,CD133-1,CD102,0.5003422814871731,-12.795043816436737,6.317250004102179,6.639151173352053,6.0
Treg,CD133-1,CD103,0.5003421685901693,-11.671023504206701,6.020585356805531,6.0,6.0
Treg,CD133-1,CD106,0.5332934729545205,-7.786499127668771,6.0,6.0,12.0
Treg,CD133-1,CD107a,0.5003429676282466,-12.565291449831953,6.323515755058888,6.639996818554433,6.0
Treg,CD133-1,CD109,0.6664327853742377,-9.507937504435375,6.0,6.0,12.0
Treg,CD133-1,CD110,0.5003426065991617,-12.336669761788258,6.115176466696284,6.613196503262074,6.0
Treg,CD133-1,CD112,0.5003420795786577,-11.667766255779735,6.027268230675276,6.0,6.0
Treg,CD133-1,CD119,0.5003425199419703,-12.409826654109219,6.0848000057136185,6.686786847697649,6.0
Treg,CD133-1,CD11b-1,0.5003423886523456,-13.284947216004731,6.5627509255074745,6.799173196340542,6.0
Treg,CD133-1,CD11b-2,0.5003422520722741,-12.99003457506749,6.410085630756959,6.679906345647688,6.0
Treg,CD133-1,CD11c,0.5003425082509396,-12.875814876363751,6.305294269805422,6.616137155134323,6.0
Treg,CD133-1,CD122,0.5917401716056354,-8.3729179130259,6.0,6.0,12.0
Treg,CD133-1,CD127,0.5003429364849222,-12.651242947021117,6.338480716538509,6.649453897107357,6.0
Treg,CD133-1,CD13,0.500342227970749,-12.509064081912221,6.061492358818802,6.537552410801808,6.0
Treg,CD133-1,CD133-1,0.5003427092019228,-11.11291460824978,6.325396965878485,6.0,7.0
Treg,CD138-1,Prototype_Signal_Receptor,0.5407387992560846,-7.15982475724034,6.0,12.0,6.0
Treg,CD138-1,CCR10,0.549430754006957,-7.774620529249567,6.0,8.082335263608265,7.686103188766616
Treg,CD138-1,CD102,0.5417663570521618,-9.028753275854568,6.0,12.0,6.0
Treg,CD138-1,CD103,0.5416176227402252,-6.63543221223083,6.0,12.0,6.0
Treg,CD138-1,CD106,0.5477815877645064,-6.845960423672153,6.0,12.0,7.216163695164251
Treg,CD138-1,CD107a,0.5419270262716468,-9.012229162274586,6.0,12.0,6.0
Treg,CD138-1,CD109,0.6707480207573705,-7.945701734064314,6.0,7.218868874632743,7.883109135233744
Treg,CD138-1,CD110,0.5419632669103167,-9.007270198355139,6.0,12.0,6.0
Treg,CD138-1,CD112,0.542000333830914,-9.0021766419039,6.0,12.0,6.0
Treg,CD138-1,CD119,0.5419507832493666,-9.010352561801659,6.0,12.0,6.0
Treg,CD138-1,CD11b-1,0.5415067825887071,-9.02932844725123,6.0,12.0,6.0
Treg,CD138-1,CD11b-2,0.5417060103149931,-9.029395104706241,6.0,12.0,6.0
Treg,CD138-1,CD11c,0.5418056977044424,-9.026371033465406,6.0,12.0,6.0
Treg,CD138-1,CD122,0.6001101797648665,-7.820942134893047,6.0,7.525018548262625,8.202303064894503
Treg,CD138-1,CD127,0.541940766631041,-9.010049384348155,6.0,12.0,6.0
Treg,CD138-1,CD13,0.5418922604700364,-9.016189167611124,6.0,12.0,6.0
Treg,CD138-1,CD133-1,0.5416171248931373,-6.67571523111828,6.0,12.0,6.0
Treg,CD138-1,CD138-1,0.5422464723777327,-6.347914716220616,6.0,11.546220282959371,7.0
Treg,CD138-2,Prototype_Signal_Receptor,0.5008327757913252,-8.67908582291888,7.146084902049769,6.0,7.743135487434657
Treg,CD138-2,CCR10,0.500901866873364,-8.725422162763714,7.260855169667377,6.0,6.279370396411839
Treg,CD138-2,CD102,0.5004125084056458,-12.67352644231956,6.0,10.437301553890073,6.0
Treg,CD138-2,CD103,0.5004128148196095,-11.528872027026136,6.210401131294424,8.747008068360982,6.0
Treg,CD138-2,CD106,0.5332166863606577,-7.799008159502417,6.0,6.0,12.0
Treg,CD138-2,CD107a,0.5004130263422104,-12.346224086657205,6.023764379883001,9.727988613415405,6.0
Treg,CD138-2,CD109,0.6664337722290015,-9.50791532124353,6.0,6.0,11.996738363476808
Treg,CD138-2,CD110,0.5004130518244808,-12.275786661228468,6.06676094115146,9.621682527568952,6.0
Treg,CD138-2,CD112,0.500412134594323,-11.345151164789236,6.164048450465828,8.553804652849122,6.0
Treg,CD138-2,CD119,0.5004119759685545,-11.890599152828674,6.053785597518328,9.14030338775403,6.0
Treg,CD138-2,CD11b-1,0.500342983951276,-13.11497683907686,6.0,7.505614976106277,6.0
Treg,CD138-2,CD11b-2,0.5004118985987756,-12.70742757526548,6.0,10.556104342276454,6.0
Treg,CD138-2,CD11c,0.5004120800472585,-12.473037731902622,6.0,9.937842038419303,6.0
Treg,CD138-2,CD122,0.5917201690526659,-8.379211382048524,6.0,6.0,12.0
Treg,CD138-2,CD127,0.5004128757229237,-12.311612051429638,6.018969949420239,9.677156432065471,6.0
Treg,CD138-2,CD13,0.500412630354539,-12.363453896091714,6.017004370512166,9.746684538767203,6.0
Treg,CD138-2,CD133-1,0.5004130162063339,-11.17216166940418,6.448482104410151,8.379057581064073,6.0
Treg,CD138-2,CD138-1,0.5410480383897666,-6.938026225759588,6.172954793956707,6.0,12.0
Treg,CD138-2,CD138-2,0.5006474086439779,-8.730037937280587,7.642335979916605,6.0,7.0
Treg,CD14,Prototype_Signal_Receptor,0.5003429814810375,-12.431212422495653,6.04601093377177,6.0,7.458971179968835
Treg,CD14,CCR10,0.5006829255149782,-12.070870813039093,6.0,6.0,10.139293480505351
Treg,CD14,CD102,0.5003422856820696,-12.910869736391648,6.540136398411059,6.0,6.0
Treg,CD14,CD103,0.5003425388821633,-12.667444719094048,6.265301674398488,6.0,6.578820826775225
Treg,CD14,CD106,0.532774922804113,-7.844108628793171,6.0,6.0,12.0
Treg,CD14,CD107a,0.5003424854099915,-12.671612531085051,6.447848891729877,6.0,6.0
Treg,CD14,CD109,0.6664202190208609,-9.508479379241628,6.0,6.0,12.0
Treg,CD14,CD110,0.5003426205037997,-12.843881531486083,6.31067513093004,6.0,6.0
Treg,CD14,CD112,0.50034241101721,-12.642617522342487,6.229580722228354,6.0,6.5585251505966795
Treg,CD14,CD119,0.5003428234763071,-12.970195789016945,6.37980977374372,6.0,6.0
Treg,CD14,CD11b-1,0.5003424828188255,-13.432142301158414,6.755568599438758,6.447173417971479,6.0
Treg,CD14,CD11b-2,0.5003426991535771,-13.145646301570727,6.685427715092085,6.0,6.0
Treg,CD14,CD11c,0.500342638438191,-13.002197182467047,6.621774102024326,6.0,6.0
Treg,CD14,CD122,0.5915663123718226,-8.398761770443173,6.0,6.0,12.0
Treg,CD14,CD127,0.500342045885878,-12.674814706657417,6.269321424202286,6.0,6.0
Treg,CD14,CD13,0.5003423211075747,-12.707708248139083,6.476900562718028,6.0,6.0
Treg,CD14,CD133-1,0.5003423490543527,-12.553173734382964,6.124751530066774,6.0,6.538387494417074
Treg,CD14,CD138-1,0.541916002838409,-9.01277261560146,6.0,6.0,12.0
Treg,CD14,CD138-2,0.5004130482552399,-12.571150663674997,6.0,6.0,10.145416771837363
Treg,CD14,CD14,0.5003426511600965,-12.707595582822607,6.280275959467433,6.0,7.0
Treg,CD141,Prototype_Signal_Receptor,0.5006729278932861,-9.940507738608595,6.0,6.0,12.0
Treg,CD141,CCR10,0.5006845274304665,-12.101125241012728,6.0,6.0,10.225020712513585
Treg,CD141,CD102,0.5003432127011765,-13.386113946208546,6.896643049977864,6.83009664150066,6.0
Treg,CD141,CD103,0.5003421885704153,-12.073526428868933,6.193403088540895,6.0,6.0
Treg,CD141,CD106,0.5333168566531097,-7.7800513982540584,6.0,6.0,12.0
Treg,CD141,CD107a,0.5003424399332341,-12.423573529358377,6.307560216264366,6.0,6.0
Treg,CD141,CD109,0.6664321093377366,-9.508103929572394,6.0,6.0,12.0
Treg,CD141,CD110,0.5003433073513863,-13.17325403683686,6.715470089356158,6.0,6.0
Treg,CD141,CD112,0.5003425063978966,-12.226445235384324,6.13881735344972,6.0,6.0
Treg,CD141,CD119,0.5003425381982072,-12.535830066229757,6.201582721007154,6.0,6.0
Treg,CD141,CD11b-1,0.5003424053321717,-13.31913097993889,6.720018795536521,6.626723559034069,6.0
Treg,CD141,CD11b-2,0.5003424321311126,-13.12310013974071,6.6692323940329565,6.5750168121858295,6.0
Treg,CD141,CD11c,0.5003420807082013,-12.855066536793167,6.333923643537136,6.406238181978683,6.0
Treg,CD141,CD122,0.5916974247372287,-8.380627963255328,6.0,6.0,12.0
Treg,CD141,CD127,0.5003421849554914,-12.476672954080597,6.199147037058395,6.0,6.0
Treg,CD141,CD13,0.5003421720128592,-12.554900627933563,6.390324139065239,6.0,6.0
Treg,CD141,CD133-1,0.5003427896924686,-12.409549291719033,6.015437252610104,6.0,6.6601765974218585
Treg,CD141,CD138-1,0.541973504010432,-9.006323413913835,6.0,6.0,12.0
Treg,CD141,CD138-2,0.500412171385939,-11.690376362503686,6.0849118259769694,6.0,8.919067166175902
Treg,CD141,CD14,0.5003422867050487,-12.515593542863517,6.3931529256681845,6.0,6.0
Treg,CD141,CD141,0.5003425203175907,-12.0523465372569,6.163771758869856,6.0,7.0
Treg,CD144,Prototype_Signal_Receptor,0.5318026928096341,-8.395019495651063,6.0,12.0,6.0
Treg,CD144,CCR10,0.5399978409856923,-7.750519919305361,6.0,8.098463359414213,7.787579487875436
Treg,CD144,CD102,0.5316755694284795,-8.400781409846157,6.0,12.0,6.0
Treg,CD144,CD103,0.532029017494137,-8.261133583251869,6.0,12.0,6.0
Treg,CD144,CD106,0.5363411756835699,-7.75849564113515,6.0,7.963132145791072,8.042836428448991
Treg,CD144,CD107a,0.5319362922784603,-8.302101656083757,6.0,12.0,6.0
Treg,CD144,CD109,0.6664347594995632,-9.507871009060144,6.0,6.0,12.0
Treg,CD144,CD110,0.5319443476844801,-8.310912572189778,6.0,12.0,6.0
Treg,CD144,CD112,0.5320327770485923,-8.255175185643282,6.0,12.0,6.0
Treg,CD144,CD119,0.5319403154002044,-8.309727782778236,6.0,12.0,6.0
Treg,CD144,CD11b-1,0.5003419455960728,-13.370597806868243,6.14453200909268,7.370188099162055,6.0
Treg,CD144,CD11b-2,0.5315774845177513,-8.406209925683054,6.0,12.0,6.0
Treg,CD144,CD11c,0.5317159254499343,-8.389688471320504,6.0,12.0,6.0
Treg,CD144,CD122,0.5917812154384725,-7.869764519637332,6.0,7.266519630756248,8.532783877562244
Treg,CD144,CD127,0.5319065168170974,-8.321241181146219,6.0,12.0,6.0
Treg,CD144,CD13,0.5318200129685869,-8.368576414713507,6.0,12.0,6.0
Treg,CD144,CD133-1,0.5320166392742115,-8.27250809640798,6.0,12.0,6.0
Treg,CD144,CD138-1,0.5551324247834684,-7.7592689969607544,6.0,7.790361622930571,7.9403192877914535
Treg,CD144,CD138-2,0.5320385496556619,-8.257907034881109,6.0,12.0,6.0
Treg,CD144,CD14,0.5318973724816299,-8.317219388450074,6.0,12.0,6.0
Treg,CD144,CD141,0.5319896932293019,-8.28399585378651,6.0,12.0,6.0
Treg,CD144,CD144,0.5320399877614973,-8.26096634004192,6.0,12.0,7.0
Treg,CD155,Prototype_Signal_Receptor,0.5006719194360904,-9.946102525174549,6.0,6.0,12.0
Treg,CD155,CCR10,0.5006842340455043,-12.082823129516392,6.0,6.0,10.174333084685228
Treg,CD155,CD102,0.5003429057080577,-13.195156526213163,6.76463224488512,6.590536414669117,6.0
Treg,CD155,CD103,0.5003425700536109,-12.360780316390615,6.1655668705906885,6.0,6.0
Treg,CD155,CD106,0.5334380024128319,-7.756827159503942,6.0,6.0,12.0
Treg,CD155,CD107a,0.5003421147044185,-12.485346664917737,6.204982831077864,6.0,6.0
Treg,CD155,CD109,0.6664319622136091,-9.508107251269822,6.0,6.0,12.0
Treg,CD155,CD110,0.5003422428461153,-12.4510936327831,6.241001586543678,6.0,6.0
Treg,CD155,CD112,0.5003430678003518,-12.713686192558422,6.117912174523377,6.0,6.0
Treg,CD155,CD119,0.5003421484373185,-12.449576005521756,6.208200129391894,6.0,6.0
Treg,CD155,CD11b-1,0.5003423265001,-13.376961367484151,6.686374816807852,6.498530559758354,6.0
Treg,CD155,CD11b-2,0.5003426718976701,-13.11909209353426,6.713583223099165,6.480963305109012,6.0
Treg,CD155,CD11c,0.5003428633148546,-13.054550879335585,6.730823673066061,6.583265085091879,6.0
Treg,CD155,CD122,0.5916893246738871,-8.381141258803883,6.0,6.0,12.0
Treg,CD155,CD127,0.5003439165477517,-11.713913132181382,11.751595787651777,6.0,6.0
Treg,CD155,CD13,0.5003420209735342,-12.580736374465987,6.232657501173668,6.0,6.0
Treg,CD155,CD133-1,0.500342564979037,-12.361827440751574,6.076141230599032,6.0,6.69255091436683
Treg,CD155,CD138-1,0.541972303247823,-9.007107747789894,6.0,6.0,12.0
Treg,CD155,CD138-2,0.5004131135710729,-12.248040522111115,6.075904461485355,6.0,9.58310299097498
Treg,CD155,CD14,0.5003422214809132,-12.624634453940184,6.427951415105613,6.0,6.0
Treg,CD155,CD141,0.5003421219785954,-12.311929277323468,6.242838276771237,6.0,6.0
Treg,CD155,CD144,0.5319704566082828,-8.293893629850393,6.0,6.0,12.0
Treg,CD155,CD155,0.5003428394538851,-12.436647040194208,6.106205109604539,6.0,7.0
Treg,CD158b,Prototype_Signal_Receptor,0.5006693312735664,-9.974382157841145,6.0,6.0,12.0
Treg,CD158b,CCR10,0.5006832106514274,-12.027154872378137,6.0,6.0,10.044163163469165
Treg,CD158b,CD102,0.5003426250581193,-12.929665711283835,6.587010117920435,6.0,6.0
Treg,CD158b,CD103,0.5003424076088857,-12.464542065371157,6.437332759837115,6.0,6.391971456892939
Treg,CD158b,CD106,0.5324516719295966,-7.872050827119245,6.0,6.0,12.0
Treg,CD158b,CD107a,0.5003420437469761,-12.58283245017468,6.196578292927539,6.0,6.0
Treg,CD158b,CD109,0.6664176753094502,-9.508336567087758,6.0,6.0,12.0
Treg,CD158b,CD110,0.5003420788975307,-12.493897672260983,6.280395897049074,6.0,6.0
Treg,CD158b,CD112,0.5003422782779925,-12.612912613028234,6.41731541126308,6.0,6.430599605211556
Treg,CD158b,CD119,0.5003424012176972,-12.668295757494196,6.28330770044188,6.0,6.0
Treg,CD158b,CD11b-1,0.5003425328618053,-13.417849316902508,6.796144971650909,6.541857561584405,6.0
Treg,CD158b,CD11b-2,0.5003424407698323,-13.214906472897226,6.714005723885543,6.437524215717399,6.0
