Cell_Type,Receptor_1,Receptor_2,Selectivity,Kx_star,Affinity_Receptor_0,Affinity_Receptor_1,Affinity_Receptor_2
Treg,CD11b-2,CD102,0.4986559394850134,-13.262376842919862,6.710830099546143,6.0,6.0
Treg,CD11b-2,CD103,0.4986558498048128,-13.073289462992127,6.550537834963215,6.0,6.668876934388894
Treg,CD11b-2,CD106,0.4986570168758635,-12.927648959611005,6.0,6.0,7.683885542104487
Treg,CD11b-2,CD107a,0.4986556420425637,-13.127638288149836,6.599063636827799,6.0,6.464396009238405
Treg,CD11b-2,CD109,0.6649022732856409,-9.508417457404509,6.0,6.0,12.0
Treg,CD11b-2,CD110,0.49865637976545263,-13.524243317599444,6.9258826063204495,6.0,6.853682628060938
Treg,CD11b-2,CD112,0.498655738130463,-13.114858789815449,6.5910073183836815,6.0,6.681597079853562
Treg,CD11b-2,CD119,0.49865586802711537,-13.150564126016466,6.682248135345483,6.0,6.445606416938107
Treg,CD11b-2,CD11b-1,0.4986562089010485,-13.743991477658625,6.817028778729378,6.0,6.0
Treg,CD11b-2,CD11b-2,0.4986562715984636,-13.434469549896358,6.822105344174454,6.0,6.0
Treg,CD11c,Prototype_Signal_Receptor,0.49865607846292465,-12.828960332296617,6.510246733949115,6.0,6.8201524482935945
Treg,CD11c,CCR10,0.4989951793835528,-12.205424564123252,6.0,6.0,10.54273348204185
Treg,CD11c,CD102,0.49865590429277606,-13.022117449487588,6.610223156521322,6.0,6.0
Treg,CD11c,CD103,0.4986558000235728,-12.812601447853636,6.386224395891389,6.0,6.628036125898624
Treg,CD11c,CD106,0.5314053501879625,-7.8327314522208,6.0,6.0,12.0
Treg,CD11c,CD107a,0.4986556493710479,-12.812499063686174,6.491267832519699,6.0,6.0
Treg,CD11c,CD109,0.6649243132484844,-9.50755022465403,6.0,6.0,12.0
Treg,CD11c,CD110,0.4986554671263091,-12.914621542638015,6.540837665591357,6.0,6.407966708246778
Treg,CD11c,CD112,0.49865578153994056,-12.921792718922282,6.489405494623239,6.0,6.6339332307219
Treg,CD11c,CD119,0.4986560295628159,-13.001517461446891,6.639399143477217,6.0,6.3818804625396375
Treg,CD11c,CD11b-1,0.49865621753951095,-13.481775830622881,6.8223618469817975,6.0,6.0
Treg,CD11c,CD11b-2,0.4986564774249862,-13.68941599254313,6.797127674135687,6.0,6.0
Treg,CD11c,CD11c,0.49865602069169485,-13.083042803133297,6.649010414130468,6.0,6.0
Treg,CD122,Prototype_Signal_Receptor,0.5899212759732914,-8.411511798374262,6.0,12.0,6.0
Treg,CD122,CCR10,0.5904416694917286,-8.29992770840383,6.0,12.0,6.0
Treg,CD122,CD102,0.589943746747336,-8.38152177757763,6.0,12.0,6.0
Treg,CD122,CD103,0.5904310106509194,-8.3009517314817,6.0,12.0,6.0
Treg,CD122,CD106,0.5904671969676583,-8.29265106608101,6.0,12.0,6.0
Treg,CD122,CD107a,0.590278673371178,-8.329860026877322,6.0,12.0,6.0
Treg,CD122,CD109,0.6889337202156555,-7.885507143733636,6.0,7.560240891525332,7.479971032922801
Treg,CD122,CD110,0.5903888911755355,-8.30672063848083,6.0,12.0,6.0
Treg,CD122,CD112,0.5904553775460291,-8.293987473018499,6.0,12.0,6.0
Treg,CD122,CD119,0.5903900149563366,-8.30459392197611,6.0,12.0,6.0
Treg,CD122,CD11b-1,0.5894043743462071,-8.426339765491093,6.0,12.0,6.0
Treg,CD122,CD11b-2,0.5898047760634543,-8.392884447100938,6.0,12.0,6.0
Treg,CD122,CD11c,0.5901151382404655,-8.349201761333356,6.0,12.0,6.0
Treg,CD122,CD122,0.6275182456818044,-7.8114853304106155,6.0,7.826883466011496,7.82688346601148
Treg,CD127,Prototype_Signal_Receptor,0.4986565661918539,-12.312257861337173,6.126178890058903,6.0,6.499152812460719
Treg,CD127,CCR10,0.498996859190669,-12.031375367903737,6.0,6.0,10.056973733944663
Treg,CD127,CD102,0.4986555428108066,-12.90890677401674,6.441621642061765,6.0,6.0
Treg,CD127,CD103,0.49865626957590337,-12.733172513387235,6.470249821844801,6.0,6.617760591375789
Treg,CD127,CD106,0.531675806299421,-7.804175203525149,6.0,6.0,12.0
Treg,CD127,CD107a,0.4986568332810262,-13.685471630751387,6.635995195555967,6.0,6.0
Treg,CD127,CD109,0.6649398130739981,-9.506853025393696,6.0,6.0,12.0
Treg,CD127,CD110,0.4986556913365887,-12.58950103395055,6.209977728962941,6.0,6.0
Treg,CD127,CD112,0.4986559304053653,-12.598884329852778,6.397305457939921,6.0,6.297870562455884
Treg,CD127,CD119,0.49865585132534007,-12.660907322336937,6.225009495875789,6.0,6.0
Treg,CD127,CD11b-1,0.49865608452376625,-13.448602536317988,6.816907984884872,6.517521917488223,6.0
Treg,CD127,CD11b-2,0.4986560480553331,-13.303033361587984,6.762564309905207,6.4806204472189055,6.0
Treg,CD127,CD11c,0.49865542907799265,-12.849425725290258,6.48632248775138,6.0,6.0
Treg,CD127,CD122,0.5903234303153394,-8.316546851240624,6.0,6.0,12.0
Treg,CD127,CD127,0.49865588594039917,-12.589138861286227,6.373857289921846,6.0,6.0
Treg,CD13,Prototype_Signal_Receptor,0.4986568922446437,-12.474535589461896,6.199551863574704,6.0,6.65323527663369
Treg,CD13,CCR10,0.49899642221755525,-12.076488612781363,6.0,6.0,10.154314223963247
Treg,CD13,CD102,0.4986560946563089,-12.966105699417694,6.605600194680086,6.0,6.0
Treg,CD13,CD103,0.4986559956660066,-12.680408640193981,6.248705890070992,6.0,6.598233942685368
Treg,CD13,CD106,0.5321225668641767,-7.746213197303701,6.0,6.0,12.0
Treg,CD13,CD107a,0.49865582305049444,-12.688488412556955,6.438912577390904,6.0,6.0
Treg,CD13,CD109,0.6649395112455011,-9.507179466690886,6.0,6.0,12.0
Treg,CD13,CD110,0.4986557434198366,-12.712892643672978,6.348182925139182,6.0,6.0
Treg,CD13,CD112,0.49865585291291686,-12.607128507539871,6.208731913413277,6.0,6.654394120119047
Treg,CD13,CD119,0.49865565613088614,-12.652440055196637,6.446709706992468,6.0,6.0
Treg,CD13,CD11b-1,0.49865584184265543,-13.382863481294743,6.735029928829397,6.455742837161897,6.0
Treg,CD13,CD11b-2,0.49865590381534913,-13.122242882163333,6.657485695320601,6.0,6.0
Treg,CD13,CD11c,0.49865566117516824,-12.878803645371331,6.544515303314393,6.0,6.0
Treg,CD13,CD122,0.59028437088467,-8.324251023297593,6.0,6.0,12.0
Treg,CD13,CD127,0.4986553284704263,-12.621853595699188,6.188407078663267,6.0,6.0
Treg,CD13,CD13,0.4986558578481708,-12.800481839999504,6.508322557386186,6.0,6.0
Treg,CD133-1,Prototype_Signal_Receptor,0.49865595906320215,-11.438516585286148,6.0,6.0,6.001380329975441
Treg,CD133-1,CCR10,0.4989979288708085,-11.70921013309597,6.0,6.0,9.536313069813717
Treg,CD133-1,CD102,0.49865582931294455,-12.799230533020214,6.391113409816755,6.673022469535176,6.0
Treg,CD133-1,CD103,0.4986559143450868,-11.74845504750841,6.043818564377659,6.0,6.0
Treg,CD133-1,CD106,0.5321833821656318,-7.750543544245209,6.0,6.0,12.0
Treg,CD133-1,CD107a,0.49865608363114144,-12.414978210286398,6.2110661667937705,6.546410163839638,6.0
Treg,CD133-1,CD109,0.6649511215984816,-9.506540639212417,6.0,6.0,12.0
Treg,CD133-1,CD110,0.498656064182001,-12.414979454390624,6.1287519888575845,6.607062194343282,6.0
Treg,CD133-1,CD112,0.498656285526691,-11.745714902307355,6.099152570849682,6.0,6.0
Treg,CD133-1,CD119,0.49865550316570245,-12.394008725249694,6.0,6.630503620475305,6.0
Treg,CD133-1,CD11b-1,0.4986558143019406,-13.286656646459116,6.561540383983358,6.794273946837684,6.0
Treg,CD133-1,CD11b-2,0.49865606342485097,-13.043989115578864,6.6016276393177336,6.731279633956794,6.0
Treg,CD133-1,CD11c,0.49865601619223143,-12.90856319966324,6.397601494435463,6.623778517188401,6.0
Treg,CD133-1,CD122,0.5904617252127886,-8.291748118711226,6.0,6.0,12.0
Treg,CD133-1,CD127,0.4986564207956844,-12.741707701499264,6.402981799083712,6.7042459476319545,6.0
Treg,CD133-1,CD13,0.4986559909217467,-12.660172418975693,6.1579743544589585,6.581013174859022,6.0
Treg,CD133-1,CD133-1,0.49865650551945767,-11.593476455635647,6.0,6.0,6.0
Treg,CD138-1,Prototype_Signal_Receptor,0.5399617673069731,-7.130042606628123,6.0,12.0,6.0
Treg,CD138-1,CCR10,0.5476607850970555,-7.794943668508171,6.0,8.124780600507497,7.714823782529727
Treg,CD138-1,CD102,0.5401534334024052,-9.010139187267177,6.0,12.0,6.0
Treg,CD138-1,CD103,0.5409720867348716,-6.641937050382086,6.0,12.0,6.0
Treg,CD138-1,CD106,0.546605189520739,-6.825829178510955,6.0,12.0,7.084710313180913
Treg,CD138-1,CD107a,0.5403165501051375,-8.99207592216429,6.0,12.0,6.0
Treg,CD138-1,CD109,0.6689117442774307,-7.970645039838664,6.0,7.242842100709864,7.9128705030936715
Treg,CD138-1,CD110,0.5403534917411718,-8.98674990938737,6.0,12.0,6.0
Treg,CD138-1,CD112,0.5415142029547887,-6.652425505700011,6.0,12.0,6.0
Treg,CD138-1,CD119,0.5393951909580827,-7.554557903424955,6.438545364083777,12.0,6.0
Treg,CD138-1,CD11b-1,0.5398934457300881,-9.010623999656227,6.0,12.0,6.0
Treg,CD138-1,CD11b-2,0.5400929619015076,-9.011140880346867,6.0,12.0,6.0
Treg,CD138-1,CD11c,0.5401930749380183,-9.008111318198337,6.0,12.0,6.0
Treg,CD138-1,CD122,0.5981273194882969,-7.8456499573284,6.0,7.5539011276576975,8.238029962377826
Treg,CD138-1,CD127,0.5403305743519011,-8.990083455704758,6.0,12.0,6.0
Treg,CD138-1,CD13,0.5402810516794851,-8.996876858929502,6.0,12.0,6.0
Treg,CD138-1,CD133-1,0.5411014705652004,-6.6614563240446225,6.0,12.0,6.0
Treg,CD138-1,CD138-1,0.5621393940078074,-7.821735117131014,6.0,7.8846560788913065,7.884656078891298
Treg,CD138-2,Prototype_Signal_Receptor,0.49872604860635644,-11.073851583593527,6.0,8.276063380132701,6.0
Treg,CD138-2,CCR10,0.4990591672464948,-10.19322542296841,6.0,7.362336272996654,7.876564339287573
Treg,CD138-2,CD102,0.4987258441220117,-12.634593328850125,6.0,10.31652432924032,6.0
Treg,CD138-2,CD103,0.4987263747475889,-11.68351752183058,6.0,8.913235551541396,6.0
Treg,CD138-2,CD106,0.5321001427315126,-7.763622488499861,6.0,6.0,12.0
Treg,CD138-2,CD107a,0.49872648669716024,-12.366449337063802,6.0,9.75978288687038,6.0
Treg,CD138-2,CD109,0.6649521174303692,-9.506603898363842,6.0,6.0,12.0
Treg,CD138-2,CD110,0.4987264816848172,-12.281045993065925,6.0,9.631932754991515,6.0
Treg,CD138-2,CD112,0.49872570701092667,-11.471545303501825,6.0,8.68703763723823,6.0
Treg,CD138-2,CD119,0.4987264956628821,-12.317910007611465,6.0,9.68264047467458,6.0
Treg,CD138-2,CD11b-1,0.49865664124444586,-13.265345173984754,6.0,7.611472242243056,6.0
Treg,CD138-2,CD11b-2,0.49872534347590214,-12.710152989137706,6.0,10.563776511068662,6.0
Treg,CD138-2,CD11c,0.4987260035823026,-12.628106188322246,6.0,10.28128052029755,6.0
Treg,CD138-2,CD122,0.5904370664782431,-8.301343923677754,6.0,6.0,12.0
Treg,CD138-2,CD127,0.4987266281504893,-12.517324333256598,6.0,10.019467984269923,6.0
Treg,CD138-2,CD13,0.4987261771250994,-12.412992789992455,6.0,9.825974856668351,6.0
Treg,CD138-2,CD133-1,0.4987265795573703,-11.537849971298215,6.0,8.756788986862306,6.0
Treg,CD138-2,CD138-1,0.5405388255865541,-6.835291997608999,6.119404258650805,6.0,12.0
Treg,CD138-2,CD138-2,0.49879350567622166,-10.514154467313386,6.0,7.702188687879017,7.702188687879148
Treg,CD14,Prototype_Signal_Receptor,0.4986560406314516,-12.562324791228162,6.294783745152561,6.0,6.744602078481453
Treg,CD14,CCR10,0.4989963467980351,-12.078776665398488,6.0,6.0,10.159155970509367
Treg,CD14,CD102,0.49865596422406216,-13.061957760041917,6.621349808960121,6.0,6.0
Treg,CD14,CD103,0.4986560350929008,-12.713021670183483,6.2747907601672885,6.0,6.610883374037053
Treg,CD14,CD106,0.5316354990735929,-7.811092417950668,6.0,6.0,12.0
Treg,CD14,CD107a,0.49865617033699405,-12.697722473688406,6.483713810285668,6.0,6.0
Treg,CD14,CD109,0.6649385109823491,-9.507033613361674,6.0,6.0,12.0
Treg,CD14,CD110,0.4986569238905379,-12.644567691634018,6.5119326894951755,6.0,6.0
Treg,CD14,CD112,0.4986558969672223,-12.683732611312863,6.245992240818087,6.0,6.583912341114356
Treg,CD14,CD119,0.4986556916548869,-12.709556841264819,6.3035572299072316,6.0,6.0
Treg,CD14,CD11b-1,0.49865606933880924,-13.458317502306823,6.786340537137517,6.459591574069679,6.0
Treg,CD14,CD11b-2,0.49865574446995503,-13.13380498016034,6.634844909527425,6.0,6.0
Treg,CD14,CD11c,0.4986557481695569,-12.910960123712623,6.555775119984244,6.0,6.0
Treg,CD14,CD122,0.5902688852092834,-8.32770349384417,6.0,6.0,12.0
Treg,CD14,CD127,0.498656008162628,-12.881133549349753,6.358420524258928,6.0,6.0
Treg,CD14,CD13,0.4986557097150106,-12.724150620150924,6.482182363665243,6.0,6.0
Treg,CD14,CD133-1,0.49865597639158266,-12.657176537637758,6.2241149685408725,6.0,6.558042471398239
Treg,CD14,CD138-1,0.540305370632707,-8.993145512274449,6.0,6.0,12.0
Treg,CD14,CD138-2,0.4987261317107501,-12.40025316105716,6.0,6.0,9.818776370790664
Treg,CD14,CD14,0.49865583772057065,-12.73081603945181,6.485960272219024,6.0,6.0
Treg,CD141,Prototype_Signal_Receptor,0.49865645981264056,-12.390938580554707,6.0,6.0,6.468227368366051
Treg,CD141,CCR10,0.49899764780752937,-11.986300496153312,6.0,6.0,9.964582037727828
Treg,CD141,CD102,0.49865633474839843,-13.19600429728567,6.823187293838899,6.787784699176549,6.0
Treg,CD141,CD103,0.4986557805288193,-12.069619083188186,6.221088745433762,6.0,6.0
Treg,CD141,CD106,0.532209599790012,-7.743825710670799,6.0,6.0,12.0
Treg,CD141,CD107a,0.49865640298274455,-12.48966595083441,6.392129717790197,6.0,6.0
Treg,CD141,CD109,0.6649504409441206,-9.50660930080951,6.0,6.0,12.0
Treg,CD141,CD110,0.49865591463757253,-12.468952372954407,6.3600967297362025,6.0,6.0
Treg,CD141,CD112,0.4986567388135718,-12.97370690939591,6.351861157901413,6.0,6.0
Treg,CD141,CD119,0.4986565108467025,-12.795359966364604,6.574217598577875,6.0,6.0
Treg,CD141,CD11b-1,0.49865581717465407,-13.316125646526563,6.718442720320802,6.629071907512,6.0
Treg,CD141,CD11b-2,0.49865574569719884,-13.101643270812637,6.656791145901736,6.641734537043791,6.0
Treg,CD141,CD11c,0.4986563156572177,-13.33982159574589,6.546269773297819,6.762119587816598,6.0
Treg,CD141,CD122,0.5904131110495712,-8.303161136246231,6.0,6.0,12.0
Treg,CD141,CD127,0.4986566042847997,-12.711486744621105,6.529888476256571,6.0,6.0
Treg,CD141,CD13,0.4986556287786153,-12.549729830503338,6.405258813357279,6.0,6.0
Treg,CD141,CD133-1,0.4986562122233842,-12.449249273005037,6.097572314586656,6.0,6.624934055627168
Treg,CD141,CD138-1,0.5403637996161651,-8.986087038621104,6.0,6.0,12.0
Treg,CD141,CD138-2,0.4987253563700447,-11.664859757208674,6.0,6.0,8.892587818301392
Treg,CD141,CD14,0.49865569633484075,-12.664485253770877,6.396705672588199,6.125537362195367,6.0
Treg,CD141,CD141,0.49865564330819806,-12.259349275891418,6.268266857357642,6.0,6.0
Treg,CD144,Prototype_Signal_Receptor,0.5305190684081134,-8.150628884927913,6.0,12.0,6.0
Treg,CD144,CCR10,0.5384756787222112,-7.744648083405057,6.0,8.12462756547159,7.798109413886764
Treg,CD144,CD102,0.5303477374550936,-8.173029672513936,6.0,12.0,6.0
Treg,CD144,CD103,0.531330330752179,-7.014768459028048,6.0,12.0,6.0
Treg,CD144,CD106,0.5350486852973217,-7.729912451694044,6.0,7.974819882000364,8.023992963742218
Treg,CD144,CD107a,0.5308091926358806,-7.434077133959289,6.0,12.0,6.0
Treg,CD144,CD109,0.6649531021526935,-9.506431905026693,6.0,6.0,12.0
Treg,CD144,CD110,0.5307781083216142,-7.43624670906497,6.0,12.0,6.0
Treg,CD144,CD112,0.5314388697141113,-6.986367840671035,6.0,12.0,6.0
Treg,CD144,CD119,0.5308517647235655,-7.297685194625802,6.0,12.0,6.0
Treg,CD144,CD11b-1,0.4986565868471412,-13.395898864832306,6.544784808001189,7.5282835400273695,6.0
Treg,CD144,CD11b-2,0.5302438764842928,-8.186186079896768,6.0,12.0,6.0
Treg,CD144,CD11c,0.530399071627474,-8.136230161509618,6.0,12.0,6.0
Treg,CD144,CD122,0.5899549907557303,-7.8974792681909,6.0,7.2900344715724605,8.592937635926472
Treg,CD144,CD127,0.53071304608167,-7.476989232741423,6.0,12.0,6.0
Treg,CD144,CD13,0.5305196705814602,-8.097213640176856,6.0,12.0,6.0
Treg,CD144,CD133-1,0.5311525241657253,-7.119532166271582,6.0,12.0,6.0
Treg,CD144,CD138-1,0.5454580303871673,-7.052052154425847,6.0,7.744328359214101,12.0
Treg,CD144,CD138-2,0.5313574099787616,-7.017179912807718,6.0,12.0,6.0
Treg,CD144,CD14,0.530713941753795,-7.5346310790979745,6.0,12.0,6.0
Treg,CD144,CD141,0.5310258209816288,-7.216455201358573,6.0,12.0,6.0
Treg,CD144,CD144,0.5436060953043228,-7.759569631263308,6.0,7.951917253368926,7.951917253368873
Treg,CD155,Prototype_Signal_Receptor,0.4986563052653232,-12.385609659027859,6.332455843630588,6.0,6.745102929329562
Treg,CD155,CCR10,0.498996817739729,-11.856599014768744,6.0,6.0,9.745563987610149
Treg,CD155,CD102,0.4986561024367024,-13.11871419179819,6.722463601770127,6.601485823483428,6.0
Treg,CD155,CD103,0.49865582297327377,-12.329242008551375,6.218115754638064,6.0,6.449856770222406
Treg,CD155,CD106,0.5323425287625143,-7.71865437724149,6.0,6.0,12.0
Treg,CD155,CD107a,0.4986555202993114,-12.492121454478653,6.185755444358095,6.0,6.0
Treg,CD155,CD109,0.6649502904307464,-9.50666241803919,6.0,6.0,12.0
Treg,CD155,CD110,0.4986553824816198,-12.372306118402385,6.201841976408586,6.0,6.0
Treg,CD155,CD112,0.49865562926526547,-12.353181207332328,6.25540377225934,6.0,6.444398668364696
Treg,CD155,CD119,0.4986557840480905,-12.526328195067567,6.169906712344787,6.0,6.0
Treg,CD155,CD11b-1,0.4986558746666327,-13.37639693398671,6.735515460579262,6.514115348059996,6.0
Treg,CD155,CD11b-2,0.49865601320173797,-13.126330772184465,6.71628112141965,6.508096742662748,6.0
Treg,CD155,CD11c,0.4986560600775439,-13.13506341331087,6.775203484285641,6.87716563473478,6.0
Treg,CD155,CD122,0.5904047611721788,-8.303633287295654,6.0,6.0,12.0
Treg,CD155,CD127,0.49865589093799784,-12.455530687131187,6.387375142963416,6.0,6.0
Treg,CD155,CD13,0.49865564589938627,-12.645279629373075,6.211650507006899,6.0,6.0
Treg,CD155,CD133-1,0.4986558600516355,-12.363282803801848,6.0,6.0,6.650323837328182
Treg,CD155,CD138-1,0.5403625790553496,-8.986855762806846,6.0,6.0,12.0
Treg,CD155,CD138-2,0.4987265347675612,-12.249011744015792,6.0,6.0,9.592205425603025
Treg,CD155,CD14,0.4986554156496178,-12.588760022496066,6.24443015733043,6.0,6.0
Treg,CD155,CD141,0.4986554752509917,-12.280068869714944,6.291869526947021,6.0,6.0
Treg,CD155,CD144,0.5309571643431188,-7.245443035296696,6.0,6.0,12.0
Treg,CD155,CD155,0.49865557544598904,-12.426621543965718,6.342047304691707,6.0,6.0
Treg,CD158b,Prototype_Signal_Receptor,0.4986562508220996,-12.559830038591599,6.0,6.0,6.447834148126897
Treg,CD158b,CCR10,0.498996923947745,-12.098963131675156,6.0,6.0,10.203681432070399
Treg,CD158b,CD102,0.4986559766529081,-12.983785865955005,6.605242260764876,6.0,6.0
Treg,CD158b,CD103,0.4986560554178329,-12.666437426638504,6.670489372280599,6.0,6.784149793065962
Treg,CD158b,CD106,0.531292132222981,-7.840046027915162,6.0,6.0,12.0
Treg,CD158b,CD107a,0.4986559637848406,-12.779237952382385,6.359812450964846,6.0,6.0
Treg,CD158b,CD109,0.6649359631630217,-9.506894432272704,6.0,6.0,12.0
Treg,CD158b,CD110,0.4986555306812491,-12.530368299616324,6.258369557298324,6.0,6.0
Treg,CD158b,CD112,0.49865612313179464,-12.692327401362592,6.581137501871503,6.0,6.55933071284462
Treg,CD158b,CD119,0.49865559798105513,-12.587320342009614,6.219102586311932,6.0,6.0
Treg,CD158b,CD11b-1,0.4986554564290899,-13.363912570522485,6.598632166910634,6.486100264290968,6.0
